Date,Time,Case,Primary Convective Type,Region,500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg],500m Wind Speed [kts],500m Wind Direction [deg],Upper Level Cap Wind Speed [kts],Upper Level Cap Wind Direction [deg],DAWN PBL Speed Shear [kts],DAWN PBL Directional Shear [deg],DAWN Mid Layer Speed Shear [kts],DAWN Mid Layer Directional Shear [deg],DAWN Upper Layer Speed Shear [kts],DAWN Upper Layer Directional Shear [deg],500m Bottom Cap Profile Height [m],Upper Level Cap Height [m],Environment Falling In,Environment Falling In Ambiguous,Convective Lifecycle
20210824,191255,16,Organized,Caribbean,18.12,221.32,26.18,62.68,11.41,98.01,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191316,16,Organized,Caribbean,26.11,235.96,31.45,74.97,10.87,126.49,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191541,16,Organized,Caribbean,13.62,226.69,25.25,68.98,13.67,91.19,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210824,191602,16,Organized,Caribbean,12.98,238.8,23.33,68.91,10.79,81.11,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191623,16,Organized,Caribbean,11,191.8,24.84,65.55,20.37,91.37,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191644,16,Organized,Caribbean,24.78,228.41,26.92,61.58,6.3,125.24,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191704,16,Organized,Caribbean,15.08,236.52,24.08,70.22,10.09,90.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,191725,16,Organized,Caribbean,17.42,237.3,26.83,77.64,12.11,107.64,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210824,200034,16,Organized,Caribbean,20.11,260.36,30.58,90.07,11.27,107.59,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200238,16,Organized,Caribbean,45.62,271.49,58.41,101.54,15.67,132.06,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200606,16,Organized,Caribbean,32.05,258.79,41.77,95.54,14.42,135.36,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200627,16,Organized,Caribbean,26.77,253.46,26.79,84.79,5.29,168.95,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200647,16,Organized,Caribbean,19.66,232.98,29.31,83.43,15.88,122.29,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200708,16,Organized,Caribbean,27.58,234.25,28.03,75.5,10.26,152.4,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200729,16,Organized,Caribbean,34.77,246.99,32.79,78.74,7.19,178.75,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200750,16,Organized,Caribbean,39.58,247.1,29.45,77.39,11.84,220.72,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200810,16,Organized,Caribbean,26.44,227.14,27.27,68.89,10.17,143.38,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200831,16,Organized,Caribbean,33.53,224.13,27.41,70.21,14.99,170.62,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200852,16,Organized,Caribbean,33.54,235.76,29.55,66.58,7.15,184.95,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200913,16,Organized,Caribbean,23.29,226.93,27.8,70.56,11.35,125.9,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200933,16,Organized,Caribbean,25.09,224.85,26.61,70.66,11.64,140.46,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,200954,16,Organized,Caribbean,28.71,227.28,28.54,73.02,12.75,150.93,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201015,16,Organized,Caribbean,26.03,225.06,27.72,70.68,12.03,139.98,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201036,16,Organized,Caribbean,29,230.32,29.8,74.12,12.15,148.55,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201056,16,Organized,Caribbean,28.94,226.89,29.22,76.36,14.79,150.58,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201117,16,Organized,Caribbean,46.65,234.73,33.4,75.91,19.65,196.86,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201138,16,Organized,Caribbean,50.73,244.78,40.72,75.95,13.35,208.56,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201159,16,Organized,Caribbean,50.76,254.31,47.82,85.15,9.76,187.17,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201219,16,Organized,Caribbean,25.92,237.5,31.88,82.07,13.61,134.43,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201240,16,Organized,Caribbean,27.77,228.92,24.86,70.11,10.09,165.97,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201301,16,Organized,Caribbean,30.4,227.26,26.14,77.38,15.26,167.95,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201322,16,Organized,Caribbean,29.37,229.95,24.38,73.65,12.07,175.71,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201342,16,Organized,Caribbean,28.98,229.91,25.74,73.84,11.78,167.51,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201403,16,Organized,Caribbean,25.47,233.02,25.83,74.63,9.62,151.69,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201424,16,Organized,Caribbean,25.71,226.56,22.02,67,9.21,169.97,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201445,16,Organized,Caribbean,24.7,225.72,23.11,69.11,9.82,156.53,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201505,16,Organized,Caribbean,25.76,233.32,23.75,71.44,8.05,166.65,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201526,16,Organized,Caribbean,25.24,236.54,24.69,74.5,7.81,159.56,--,--,--,--,--,--,495,7689,Clear Near,--,Weakening
20210824,201547,16,Organized,Caribbean,25.37,233.61,24.55,67.26,5.99,158.28,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201608,16,Organized,Caribbean,32.1,208,24.43,70.03,21.5,158.45,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201628,16,Organized,Caribbean,24.93,206.05,22.16,65.83,16.23,145.18,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201649,16,Organized,Caribbean,21.11,218.7,25.29,75.94,15.34,132.35,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201710,16,Organized,Caribbean,22.48,210.3,23.27,68.08,14.83,136.31,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201731,16,Organized,Caribbean,23.64,211.83,23.71,75.65,17.67,143.5,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201751,16,Organized,Caribbean,19.18,219.16,23.03,73.88,13.12,130.23,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201812,16,Organized,Caribbean,17.92,232.03,24.57,82.15,12.77,126.9,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201833,16,Organized,Caribbean,15.63,212.46,20.86,71.18,13.06,119.63,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201854,16,Organized,Caribbean,21.31,216.61,21.85,75.08,14.23,143.81,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201914,16,Organized,Caribbean,19.44,215.52,22.51,70.97,13.1,130.37,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201935,16,Organized,Caribbean,17.23,219.14,21.01,75.62,12.5,130.65,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,201956,16,Organized,Caribbean,24.88,190.55,21.89,79.1,26.46,140.19,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202017,16,Organized,Caribbean,18.62,198.8,20.6,70.65,17.24,128.79,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202037,16,Organized,Caribbean,18.42,209.78,22.63,74.93,16.23,128.52,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202058,16,Organized,Caribbean,20.14,200.75,21.32,76.46,19.4,135.5,--,--,--,--,--,--,495,7689,Clear Near,--,Weakening
20210824,202119,16,Organized,Caribbean,20.59,228.14,21.63,77.56,10.77,147.45,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202140,16,Organized,Caribbean,16.88,222.73,21.21,70.54,10.07,122,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202200,16,Organized,Caribbean,9.75,209.75,20.88,77.15,15.98,103.85,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202221,16,Organized,Caribbean,15.62,202.84,19.96,78.49,17.05,127.65,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202242,16,Organized,Caribbean,26.82,295.36,18.58,80.02,15.86,338.02,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202303,16,Organized,Caribbean,17.71,194.46,20.24,70.15,17.86,125.13,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202324,16,Organized,Caribbean,18.3,214.63,20.74,78.98,14.91,138.09,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202344,16,Organized,Caribbean,18.72,192.62,20.16,78.49,21.17,132.28,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202405,16,Organized,Caribbean,31.25,149.94,18.54,71.27,39.34,122.41,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202426,16,Organized,Caribbean,22.38,202.67,19.38,67.18,16.06,144.87,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210824,202447,16,Organized,Caribbean,24.83,182.39,20.14,70.52,25.48,135.22,--,--,--,--,--,--,495,7623,Clear Near,--,Weakening
20210826,193934,17,Organized,Caribbean,26.39,276.88,35.51,91.49,9.56,76.46,--,--,--,--,--,--,429,7590,Clear Near,--,--
20210826,201802,17,Organized,Caribbean,30.03,228.4,25.13,121.8,33.2,181.89,--,--,--,--,--,--,528,7623,Clear Near,--,--
20210826,202029,17,Organized,Caribbean,21.18,239.34,23.27,134.17,27.06,183.24,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202050,17,Organized,Caribbean,21.14,237.02,22.26,130.8,26.07,181.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202111,17,Organized,Caribbean,20.21,240.58,23.33,131.39,25.35,180.23,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202132,17,Organized,Caribbean,8.33,232.11,20.86,134.71,21.44,157.38,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202153,17,Organized,Caribbean,10.06,257.49,21.56,137.36,18.66,165.14,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202214,17,Organized,Caribbean,19.09,238.52,21.15,124.85,22.08,177.21,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202235,17,Organized,Caribbean,23.48,305.85,21.38,133.07,3.52,256.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202317,17,Organized,Caribbean,17.54,246.3,22.55,128.98,21.29,176.04,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202338,17,Organized,Caribbean,18.29,242.51,23.97,130.81,24.18,175.45,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202359,17,Organized,Caribbean,11.16,271.82,26.55,143,21.4,166.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202523,17,Organized,Caribbean,34.18,1.32,44.11,175.22,10.75,155.46,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202605,17,Organized,Caribbean,25.09,230.45,22.76,159.42,38.97,196.92,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202750,17,Organized,Caribbean,15.05,262.72,20.25,127.59,14.31,175.5,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202811,17,Organized,Caribbean,12.11,257.12,19.32,134.99,16.46,173.5,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202832,17,Organized,Caribbean,13.81,245.5,18.84,125.33,16.85,170.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202853,17,Organized,Caribbean,14.04,278.3,25.02,137.28,16.64,169.35,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202914,17,Organized,Caribbean,17.91,251.07,12.67,137.16,17.24,208.85,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202935,17,Organized,Caribbean,16.91,277.77,18.93,132.82,10.96,195.18,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,202956,17,Organized,Caribbean,8.88,285.71,20.82,134.17,13.68,152.18,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,203017,17,Organized,Caribbean,4.74,262.13,24.36,137.68,22.02,147.91,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210826,203038,17,Organized,Caribbean,10.34,135.12,9.97,135.08,20.31,135.1,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,203059,17,Organized,Caribbean,45.19,271.37,43.15,119.31,21.42,200.63,--,--,--,--,--,--,462,7623,Clear Near,--,--
20210826,203120,17,Organized,Caribbean,9.94,265,21.56,139.67,17.77,166.83,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,203141,17,Organized,Caribbean,16.17,188.2,6.82,116.23,19.4,168.66,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,203202,17,Organized,Caribbean,117.36,140.48,87.38,315.3,31.35,155.07,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,205900,17,Organized,Caribbean,20.71,320.55,17.59,169.53,10.05,262.55,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,205921,17,Organized,Caribbean,7.47,220.27,11.06,223.02,18.52,221.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,205942,17,Organized,Caribbean,13.5,306.97,9.19,206.91,14.95,269.7,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210003,17,Organized,Caribbean,16.55,317.39,7.27,216.71,16.79,292.22,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210024,17,Organized,Caribbean,2.14,324.81,4.43,223.57,4.53,251.12,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210105,17,Organized,Caribbean,3.69,291.87,5.93,209.05,7.37,238.89,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210208,17,Organized,Caribbean,12.4,330.35,8.77,193.81,8.53,285.38,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210436,17,Organized,Caribbean,10.98,310.64,5.07,206.19,10.89,283.81,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210457,17,Organized,Caribbean,3.97,269.54,2.66,279.15,6.61,273.4,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210539,17,Organized,Caribbean,10.07,249.89,2.94,22.22,8.38,264.9,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210600,17,Organized,Caribbean,9.42,209.8,7.39,352.47,5.71,261.4,--,--,--,--,--,--,528,7623,Clear Near,--,--
20210826,210703,17,Organized,Caribbean,7.22,246.3,3.98,359.01,6.76,279.21,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210724,17,Organized,Caribbean,13.52,142.63,7.33,321.12,6.2,144.42,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210745,17,Organized,Caribbean,4.03,217.62,5.4,26.83,1.63,359.34,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210806,17,Organized,Caribbean,5.61,171.91,3.29,335.02,2.64,193.08,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210827,17,Organized,Caribbean,15.47,258.34,4.14,38.13,12.6,270.59,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210848,17,Organized,Caribbean,9.56,236.75,5.81,311,12.46,263.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210909,17,Organized,Caribbean,2.41,209.68,3.56,12.53,1.44,342.86,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210930,17,Organized,Caribbean,7.19,136.82,5.17,290.91,3.4,178.44,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,210951,17,Organized,Caribbean,5.41,163.36,5.7,283.13,5.58,225.76,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211012,17,Organized,Caribbean,5.42,148.99,5.35,271.32,5.19,209.48,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211033,17,Organized,Caribbean,25.51,119.22,9.74,281.03,16.54,129.81,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211115,17,Organized,Caribbean,20.78,283.45,3.73,21.35,20.6,293.79,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211136,17,Organized,Caribbean,11.96,219.76,10.11,48.89,2.55,180.71,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211157,17,Organized,Caribbean,5.14,172.37,3.03,264.49,5.87,203.45,--,--,--,--,--,--,528,7623,Clear Near,--,--
20210826,211218,17,Organized,Caribbean,12.03,137.46,10.85,278.88,7.64,199.78,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211239,17,Organized,Caribbean,14.39,119.72,9.39,281.55,6.2,147.89,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211300,17,Organized,Caribbean,8.6,156.85,5.66,274.52,7.79,196.85,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211321,17,Organized,Caribbean,6.43,106.89,9.99,246.77,6.55,207.51,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211342,17,Organized,Caribbean,9.73,261.04,3.21,278.44,12.83,265.33,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211402,17,Organized,Caribbean,7.66,146.73,1.56,278.6,6.73,156.64,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211424,17,Organized,Caribbean,5.34,167.26,3.38,142.74,8.53,157.79,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211445,17,Organized,Caribbean,12.04,170.65,3.23,357.35,8.84,168.21,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211527,17,Organized,Caribbean,14.35,223.11,9.86,81.18,8.96,180.42,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211547,17,Organized,Caribbean,13.77,159.84,7.64,309.72,8.13,188,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211608,17,Organized,Caribbean,26.75,121.13,3.17,45.45,27.7,114.77,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211629,17,Organized,Caribbean,39.27,243.16,44.84,76.81,11.43,131.01,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211650,17,Organized,Caribbean,23.37,218.49,18.14,60.32,9.39,172.59,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211711,17,Organized,Caribbean,8.6,113.78,9.37,239.1,8.28,181.19,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211732,17,Organized,Caribbean,10.83,77.89,12.75,221.94,7.5,163.99,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211753,17,Organized,Caribbean,9.04,112.74,8.36,224.77,9.74,165.45,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211814,17,Organized,Caribbean,7.37,135.89,7.87,204,12.63,171.21,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211835,17,Organized,Caribbean,8.54,124.3,9.04,208.89,13,168.09,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211856,17,Organized,Caribbean,7.37,47.24,11.66,206.68,5.42,178.19,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211917,17,Organized,Caribbean,8.87,100.86,8.44,256.77,3.63,172.16,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,211959,17,Organized,Caribbean,13.65,11.73,12.48,202.16,2.64,313.06,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212020,17,Organized,Caribbean,5.77,56.01,10.17,200.91,6.38,169.54,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212041,17,Organized,Caribbean,5.48,37.38,12.83,197.65,7.89,184.1,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212102,17,Organized,Caribbean,2.75,123.38,8.63,201.96,9.56,185.58,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212124,17,Organized,Caribbean,7.17,24.08,12.77,192.49,5.93,178.43,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212145,17,Organized,Caribbean,8.34,50.71,11.92,211.03,4.94,176.35,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212206,17,Organized,Caribbean,4.34,343.03,14.73,180.51,10.67,187.53,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212226,17,Organized,Caribbean,10.07,335.06,14,161.71,4.16,177.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212247,17,Organized,Caribbean,14.74,2.46,10.48,194.64,5.02,336.31,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212514,17,Organized,Caribbean,13.54,23.29,20.6,190.78,7.95,169.14,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,212535,17,Organized,Caribbean,7.46,342.36,9.84,183.71,3.97,226.9,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214036,17,Organized,Caribbean,7.2,220.11,21.67,145.74,24.61,162.1,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214056,17,Organized,Caribbean,1.09,175.74,23.73,156.93,24.76,157.74,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214117,17,Organized,Caribbean,7.46,226.44,21.42,141.93,23.35,160.47,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214138,17,Organized,Caribbean,7.61,191.73,17.96,147.42,24.01,160.22,--,--,--,--,--,--,495,7590,Clear Near,--,--
20210826,214159,17,Organized,Caribbean,11.16,267.57,19.79,141.18,15.94,175.48,--,--,--,--,--,--,495,7656,Clear Near,--,--
20210826,214220,17,Organized,Caribbean,8.98,277.35,20.47,142.84,15.55,167.17,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214241,17,Organized,Caribbean,10.58,231.62,21.85,135.56,23.25,162.47,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214302,17,Organized,Caribbean,9.65,225.9,15.71,135.16,18.33,166.94,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214405,17,Organized,Caribbean,50.79,147.85,25,310.89,27.86,163.03,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214426,17,Organized,Caribbean,7.99,251.42,17.86,132.35,15.63,158.88,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214447,17,Organized,Caribbean,25.01,172.33,9.04,39.29,19.96,153,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214529,17,Organized,Caribbean,20.88,163.36,6.06,106.52,24.73,151.51,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214550,17,Organized,Caribbean,13.86,160.89,10.07,150.41,23.83,156.48,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214611,17,Organized,Caribbean,21.47,159.75,3.65,105.2,23.77,152.56,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214632,17,Organized,Caribbean,21.69,201.18,17.75,128.24,31.8,168.94,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214653,17,Organized,Caribbean,11.67,200.51,16.85,129.56,23.42,157.66,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214714,17,Organized,Caribbean,9.21,259.38,19.71,131,15.75,158.3,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214756,17,Organized,Caribbean,1.74,52.67,22.76,149.98,22.61,145.6,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214816,17,Organized,Caribbean,9.3,204.84,19.22,127.03,23.05,150.24,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214837,17,Organized,Caribbean,7.2,175.65,12.11,118.83,17.14,139.41,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214858,17,Organized,Caribbean,13.16,307.46,30.29,128.32,17.13,128.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214919,17,Organized,Caribbean,6.08,220.17,16.56,124.66,17.09,145.41,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,214940,17,Organized,Caribbean,6.32,288.46,20.18,132.57,14.64,142.73,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215001,17,Organized,Caribbean,4.99,261.82,17.9,118.94,14.25,131.13,--,--,--,--,--,--,495,7656,Clear Near,--,--
20210826,215042,17,Organized,Caribbean,7.88,199.12,20.99,124.83,24.34,142.98,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215103,17,Organized,Caribbean,8.41,352.64,20.72,125.26,16.25,102.87,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215124,17,Organized,Caribbean,8.7,303.49,22.26,127.07,13.59,129.36,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215145,17,Organized,Caribbean,4.24,212.37,19.24,122.71,19.73,135.12,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215206,17,Organized,Caribbean,1.63,247.3,20.45,129.76,19.75,133.95,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215227,17,Organized,Caribbean,6.61,204.72,23.54,132.27,26.3,146.14,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215248,17,Organized,Caribbean,3.13,285.43,22.43,130.91,19.65,134.84,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215309,17,Organized,Caribbean,6.65,312.99,22.67,126.69,16.08,124.09,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215330,17,Organized,Caribbean,3.87,196.91,21.07,123.57,22.49,133.07,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215351,17,Organized,Caribbean,2.19,245.59,24.12,131.81,23.33,136.74,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215412,17,Organized,Caribbean,3.84,259.41,21.79,131.95,19.69,140.86,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215433,17,Organized,Caribbean,5.11,286.7,23.13,120.69,18.21,124.58,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215453,17,Organized,Caribbean,11.62,305.55,25.48,120.12,13.96,115.6,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215515,17,Organized,Caribbean,6.69,282.68,25.06,116.43,18.62,121.33,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215535,17,Organized,Caribbean,2.81,263.46,23.42,118.68,21.19,123.07,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215556,17,Organized,Caribbean,6.05,278.5,23,119.72,17.49,126.91,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215617,17,Organized,Caribbean,10.28,186.88,20.62,116.07,25.89,138.09,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215637,17,Organized,Caribbean,3.1,217.32,16.23,85.33,14.35,94.56,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215741,17,Organized,Caribbean,1.26,115.56,16.76,112.99,18.02,113.17,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215802,17,Organized,Caribbean,1.42,186.81,21.23,115.94,21.73,119.47,--,--,--,--,--,--,495,7623,Clear Near,--,--
20210826,215823,17,Organized,Caribbean,4.47,10.08,19.09,115.29,18.43,101.75,--,--,--,--,--,--,495,7623,Clear Near,--,--
